Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
17-05-2020 00:00,104.7,207.23,4.86,29.84,19.83,30.67,35.69,0.77,81.78,3.26,10.08,NA,NA,NA,NA,33.08,37.55,0.71,260.82,0,0,164.68,977.74,NA
18-05-2020 00:00,100.12,203.32,5.13,34.84,22.71,27.96,30.64,0.78,69.42,3.8,14.27,NA,NA,NA,NA,32.86,37.11,0.84,281.72,0,0,194.37,976.9,NA
19-05-2020 00:00,115.52,247.93,6.52,40.51,26.86,27.22,34.96,0.88,77.64,4.15,18.72,NA,NA,NA,NA,33.58,33.65,0.87,208.01,0,0,195.41,976.28,NA
20-05-2020 00:00,70.42,185.64,6.98,32.22,22.83,22.78,28.31,0.61,82.41,2.94,16.98,NA,NA,NA,NA,33.31,33.16,1.1,296.27,0,0,214.13,975.9,NA
21-05-2020 00:00,60.32,194.89,15.56,40.39,34.18,23.72,27.77,0.74,70.93,3.04,15.01,NA,NA,NA,NA,34.46,32.95,1,292.79,0,0,219.5,975.04,NA
22-05-2020 00:00,64.56,208.96,6.81,45.22,29.6,24.35,26.5,0.83,68.28,4.07,22.73,NA,NA,NA,NA,35.82,33.15,0.8,253.23,0,0,208.37,975.09,NA
23-05-2020 00:00,50.6,201.6,5.91,33.54,22.66,23.21,22.96,0.58,50.66,3,14.27,NA,NA,NA,NA,37.22,33.1,0.89,256.25,0,0,183.4,976.23,NA
24-05-2020 00:00,42.52,181.17,3.69,20.87,14.12,23.36,26.53,0.48,69.03,2.31,10.26,NA,NA,NA,NA,38.58,31.42,1.03,298.57,0,0,201.18,976.73,NA
25-05-2020 00:00,63.26,196.3,5.2,32.36,21.46,26,34.27,0.77,61.21,3.52,12.36,NA,NA,NA,NA,36.91,34.1,1.02,292.09,0,0,207.81,976.28,NA
26-05-2020 00:00,49.82,264.04,24.64,39.69,41.19,22.04,19.73,0.94,39.9,3.92,22.34,NA,NA,NA,NA,37.91,33.27,1.02,246.62,0,0,192.42,974.79,NA
27-05-2020 00:00,34.78,184.32,4.57,27.89,18.56,23.24,16.47,0.5,79.78,2.42,13.57,NA,NA,NA,NA,38.54,33.35,1.23,180.64,0,0,182.8,973.32,NA
28-05-2020 00:00,33.45,248.08,3.11,14.94,10.48,32.03,17.89,0.5,76.02,1.61,6.79,NA,NA,NA,NA,33.95,45.14,2.2,114.17,0.01,0.6,161.53,975.28,NA
29-05-2020 00:00,21.66,76.17,3.23,19.27,12.84,40.53,13.58,0.53,66.59,1.4,7.72,NA,NA,NA,NA,29.09,56.06,1.77,122.81,0.03,2.8,146.58,978.56,NA
30-05-2020 00:00,19.67,81.55,3.87,17.22,12.32,54.27,16.56,0.51,67.89,1.61,6.44,NA,NA,NA,NA,29.28,55.59,1.44,159.89,0,0,200.96,980.36,NA
31-05-2020 00:00,15.34,41.03,3.45,15.86,11.26,45.59,18.97,0.48,63.52,1.21,6.52,NA,NA,NA,NA,26.25,65.04,1.21,155.72,0.07,7,159.81,982.28,NA
01-06-2020 00:00,35.93,119.29,4.05,29.52,19.01,38.02,14.66,0.79,85.02,2.81,17.24,NA,NA,NA,NA,29.16,56.53,0.66,110.33,0,0,189.49,982.58,NA
02-06-2020 00:00,38.87,140.29,4.38,26.42,17.62,37.07,13.66,0.59,72.17,1.99,13.52,NA,NA,NA,NA,31.21,51.52,1,185.68,0,0,196.92,980.52,NA
03-06-2020 00:00,39.78,163.48,5.11,29.26,19.75,33.89,15.96,0.61,78.55,2.32,13.54,NA,NA,NA,NA,32.28,47.85,0.77,199.07,0,0,189.26,978.6,NA
04-06-2020 00:00,68.23,226.7,10.71,40.86,30.47,35.28,18.05,0.87,55.35,3.46,19.26,NA,NA,NA,NA,29.37,54.88,0.84,183.09,0.01,0.6,103.33,977.88,NA
05-06-2020 00:00,31.03,117.99,5.1,31.19,20.75,34.8,14.68,0.68,68.2,2.31,15.95,NA,NA,NA,NA,30.03,52.08,0.86,168.01,0,0,162.33,977.92,NA
06-06-2020 00:00,32.84,125.2,4.41,23.74,16.22,35.98,13.94,0.64,71.9,2.05,9.46,NA,NA,NA,NA,30.9,54.3,0.91,130.64,0,0,165.64,977.34,NA
07-06-2020 00:00,37.72,104.84,5.34,29.67,20.13,37.48,13.04,0.72,58.12,2.51,15.91,NA,NA,NA,NA,30.08,56,1.04,162.21,0.02,2,137.61,977.11,NA
08-06-2020 00:00,41.62,137.6,4.87,29.58,19.69,36.98,15.85,0.76,75.28,2.73,16.52,NA,NA,NA,NA,32.56,51.09,0.84,208.66,0,0,185.7,976.55,NA
09-06-2020 00:00,57.28,222.2,5.43,39.39,25.38,36.1,17.43,0.9,70.05,3.1,19.42,NA,NA,NA,NA,35.35,46.73,0.77,181.18,0,0,180.28,976.29,NA
10-06-2020 00:00,39.97,167.4,15.56,38.86,33.37,33.18,17.29,0.86,45.31,2.68,16.86,NA,NA,NA,NA,34.53,50.43,0.81,230.62,0.02,1.6,165.08,975.64,NA
11-06-2020 00:00,44.34,199.92,11.85,44.18,33.05,55.57,11.21,1.06,38.95,3.21,20.25,NA,NA,NA,NA,34.83,51.06,0.63,230.21,0,0,187.51,974.65,NA
12-06-2020 00:00,59.95,206.13,4.81,37.94,24.09,57.44,9.4,1.15,48.42,3.13,16.21,NA,NA,NA,NA,35.41,48.67,1.05,132.6,0,0,127.97,973.45,NA
13-06-2020 00:00,47.78,166.89,4.42,29.28,19.18,45.83,6.41,1.11,48.56,3.19,14.4,NA,NA,NA,NA,33.15,52.55,1.11,163.74,0,0,122.13,974.23,NA
14-06-2020 00:00,59.26,164.86,4.73,33.33,21.59,43.09,6.49,1.08,60.86,3.61,21.38,NA,NA,NA,NA,34.83,50.37,0.84,165.41,0,0,148.88,975.56,NA
15-06-2020 00:00,43.73,161.51,8.05,38.42,26.99,35.64,6.67,1,63.07,2.67,12.41,NA,NA,NA,NA,36.55,44.3,0.87,222.95,0,0,180.09,973.59,NA
16-06-2020 00:00,36.86,151.09,4.99,34.88,22.62,30.93,6.9,1,73.67,2.92,15.01,NA,NA,NA,NA,36.36,45.2,1,136.12,0,0,147.53,971.4,NA
17-06-2020 00:00,28.91,114.8,3.68,21.67,14.54,30.94,6.88,0.86,71.52,2.04,9.41,NA,NA,NA,NA,35.96,48.24,1.36,125.45,0,0,186.82,971.12,NA
18-06-2020 00:00,32.84,136.15,4.62,24.17,16.61,31.83,10.98,0.9,65.81,2.13,9.84,NA,NA,NA,NA,36.93,46.71,1.18,188.82,0,0,186.99,971.62,NA
19-06-2020 00:00,47.58,239.01,4.94,22.23,15.85,30.75,7.61,0.93,45.79,2.02,9.9,NA,NA,NA,NA,36.22,49.61,1.45,197.4,0,0,128.61,973.36,NA
20-06-2020 00:00,27.47,144.35,6.28,26.04,18.97,NA,6.54,0.78,49.32,1.34,8.25,NA,NA,NA,NA,32.52,52.07,NA,NA,0,0,104,975.24,NA
21-06-2020 00:00,31.45,98.14,4,25.06,16.58,NA,6.68,0.85,67.92,1.77,11.7,NA,NA,NA,NA,32.4,53.89,NA,NA,0,0,121.96,975.24,NA
22-06-2020 00:00,33.34,81.76,4.02,25.29,16.73,NA,6.81,0.93,74.26,2.15,13.88,NA,NA,NA,NA,32.86,54.93,NA,NA,0,0.2,175.64,975.01,NA
23-06-2020 00:00,24.6,74.05,3.8,17.32,12.32,NA,6.78,0.81,45.88,1.48,8.28,NA,NA,NA,NA,33.21,55.99,NA,NA,0,0,171.51,976.98,NA
24-06-2020 00:00,24.98,68.24,4.21,18.07,13.05,NA,6.46,0.8,40.6,1.31,7.98,NA,NA,NA,NA,31.87,59.91,NA,NA,0,0,153.33,978.09,NA
25-06-2020 00:00,24.82,79.43,4.82,24.27,16.84,9.13,5.43,0.89,37.69,2.7,10.62,NA,NA,NA,NA,32.74,56.54,0.99,228.5,0.05,5.2,164.68,975.46,NA
26-06-2020 00:00,45.9,138.18,6.39,27.83,20.02,15.88,5.56,0.94,37.49,2.71,22.35,NA,NA,NA,NA,33.19,56.21,1.09,208.96,0,0,145.43,974.4,NA
27-06-2020 00:00,34.42,180.06,8.39,25.04,20.17,15.61,5.83,0.75,25.94,1.23,8.01,NA,NA,NA,NA,34.19,52.42,1.26,265.52,0,0,142.91,973.06,NA
28-06-2020 00:00,50.89,376.3,9.93,28.01,23,14.58,5.67,0.78,20.08,1.62,13.64,NA,NA,NA,NA,36.55,47.81,1.16,264.7,0,0,159.12,972.28,NA
29-06-2020 00:00,34.78,203.96,7.64,21.99,17.92,14.13,5.81,0.72,41.46,1.7,10.83,NA,NA,NA,NA,35.26,48.11,1.35,219.88,0,0,155.04,974.34,NA
30-06-2020 00:00,35.51,109.59,4.04,21.26,14.61,15.08,5.12,0.83,67.81,1.69,10.29,NA,NA,NA,NA,33.39,56.14,1.17,121.42,0,0,160.96,976.17,NA
01-07-2020 00:00,46.69,156.99,3.87,24.05,15.94,18.96,5.59,0.99,74.13,2.48,15.38,NA,NA,NA,NA,34.6,54.46,1.01,126.53,0,0,125.18,974.87,NA
02-07-2020 00:00,61.4,181.69,3.92,26.81,17.47,20.65,5.82,1.05,81.37,2.88,18.85,NA,NA,NA,NA,36.21,51.35,0.93,158.92,0,0,146,972.46,NA
03-07-2020 00:00,56.19,186.11,4.49,30.29,19.78,20.93,5.49,1.05,73.14,2.68,15.25,NA,NA,NA,NA,35.64,52.6,1.04,169.65,0.01,1.4,145.48,971.91,NA
04-07-2020 00:00,39.12,111.27,3.66,17.92,12.52,24.44,5.66,0.91,61.94,1.66,8.99,NA,NA,NA,NA,33.55,57.42,1.54,127.59,0,0,169.62,972.57,NA
05-07-2020 00:00,25.72,67.92,3.45,20.52,13.73,19.68,5.63,0.87,84.84,1.89,16.6,NA,NA,NA,NA,29.79,63.1,1.36,98.34,0.2,19,137.58,973.61,NA
06-07-2020 00:00,43.41,108.78,4.74,24.28,16.78,21.62,5.53,0.92,52.35,2.09,19.02,NA,NA,NA,NA,31.92,61.43,1.11,77.59,0,0,152.2,972.86,NA
07-07-2020 00:00,16.45,66.24,4.85,15.33,12.11,18.06,5.23,0.72,31.62,1.26,10.38,NA,NA,NA,NA,30.08,63.45,1.39,90.75,0,0.4,143.92,975.79,NA
08-07-2020 00:00,19.18,56.23,7.19,23.07,18.14,17.3,5.49,0.87,30.09,1.33,10.67,NA,NA,NA,NA,29.73,69.21,1.14,141.2,0.03,3,120.58,976.78,NA
09-07-2020 00:00,31.3,101.35,9.96,32.89,25.63,18.19,14.06,0.96,33.63,1.21,14.56,NA,NA,NA,NA,32.71,61.79,0.77,216.21,0,0,179.04,973.39,NA
10-07-2020 00:00,19.91,103.76,7.06,22.69,17.82,17.98,21.98,0.82,26.21,0.47,7.76,NA,NA,NA,NA,34.13,55.56,1.11,256.22,0,0,166.72,971.26,NA
11-07-2020 00:00,17.21,79.59,6.31,23.96,17.86,NA,NA,0.9,44.85,0.59,10.44,NA,NA,NA,NA,32.32,58.33,1.2,150.8,0,0.2,176.51,972.7,NA
12-07-2020 00:00,16.02,58.64,4.59,16.77,12.62,NA,NA,0.76,45.24,0.58,9.15,NA,NA,NA,NA,30.9,58.74,1.33,211.32,0,0,145.34,974.02,NA
13-07-2020 00:00,25.57,130.83,8.64,20.59,17.98,NA,6.78,0.83,35.64,0.73,12.96,NA,NA,NA,NA,32.57,56.31,0.9,273.07,0,0,193.44,973.64,NA
14-07-2020 00:00,30.42,150.36,9.81,23.68,20.4,7.74,4.57,0.92,33.65,0.5,15.87,NA,NA,NA,NA,34.31,54.79,1.15,94.16,0,0,171.26,974.53,NA
15-07-2020 00:00,36.27,139.8,4.93,18.54,13.52,14.91,NA,0.94,44.69,0.45,8.26,NA,NA,NA,NA,33.62,57.4,1.23,89.32,0,0,155.69,975.34,NA
16-07-2020 00:00,24.83,90.84,7.22,21.78,17.3,14.92,NA,0.93,29.38,0.58,9.93,NA,NA,NA,NA,32.65,59.41,1.14,87.08,0,0,122.19,974.53,NA
17-07-2020 00:00,43.08,97.32,5.48,21.67,15.99,12.58,NA,1,19.69,0.28,10.16,NA,NA,NA,NA,32.86,61.23,1.21,102.16,0.01,0.6,132.54,975.18,NA
18-07-2020 00:00,38.87,99.1,5.16,22.58,16.22,14.87,NA,0.92,26.71,0.26,10.3,NA,NA,NA,NA,32.88,61.83,1.18,106.25,0,0,122.05,976.22,NA
19-07-2020 00:00,NA,67.9,7.75,21.49,17.67,15.11,NA,1.03,18.9,0.24,8.44,NA,NA,NA,NA,31.32,65.05,0.96,223.22,0,0,138.1,974.32,NA
20-07-2020 00:00,22.24,50.34,6.35,24.32,18.03,16,NA,0.88,48.33,0.59,10.57,NA,NA,NA,NA,29.03,66.07,1.03,249.14,0,0,118.82,973.31,NA
21-07-2020 00:00,20.51,35.83,6.61,25.2,18.79,15.2,NA,0.92,36.69,1.41,19.19,NA,NA,NA,NA,26.73,74.04,1.14,174.12,0,0,106.61,976.23,NA
22-07-2020 00:00,13.74,34.16,13.31,28.58,26.05,13.71,NA,0.92,22.77,1.61,16.43,NA,NA,NA,NA,26.43,77.47,0.79,241.35,0,0,76.9,977.05,NA
23-07-2020 00:00,34.61,84.54,19.12,37.4,35.48,13.37,NA,1.2,11.75,2.49,22.46,NA,NA,NA,NA,29.7,65.98,0.61,227.28,0,0,184.29,976.13,NA
24-07-2020 00:00,42.37,69.01,6.96,32.16,22.78,16.65,NA,1.01,40.38,2.24,20.76,NA,NA,NA,NA,29.99,66.84,0.97,102.98,0,0,145.78,979.11,NA
25-07-2020 00:00,30.25,49.86,5.13,22.7,16.25,19.15,NA,0.99,38.71,1.46,15.23,NA,NA,NA,NA,30.64,67.92,0.89,87.23,0,0,142.4,980.7,NA
26-07-2020 00:00,37.59,67.79,9.38,34.71,26.11,20.23,NA,1.27,14.32,1.68,18.35,NA,NA,NA,NA,32.17,62.82,0.68,125.38,0,0,173.32,980.28,NA
27-07-2020 00:00,29.27,78.14,10.49,26.83,22.8,18.39,NA,0.94,NA,0.73,9.51,NA,NA,NA,NA,33.14,60.3,0.95,263.79,0,0,205.39,977.28,NA
28-07-2020 00:00,22.45,72.29,10.04,26.31,22.18,16.18,NA,0.91,37.04,0.8,8.1,NA,NA,NA,NA,33.11,59.88,1.02,260.58,0,0,179.14,975.08,NA
29-07-2020 00:00,21.32,72.52,9.68,30.57,24.16,16.21,NA,0.9,28.32,0.92,12.45,NA,NA,NA,NA,30.84,63.61,1.02,172.9,0,0,122.82,975.77,NA
30-07-2020 00:00,17.22,50.34,10.24,28.93,23.74,15.01,NA,0.93,36.29,1.08,15.76,NA,NA,NA,NA,28.92,67.08,1.06,217.8,0,0,118.96,977.75,NA
31-07-2020 00:00,35.93,59.73,8.64,37.38,26.92,16.53,NA,1.11,39.56,1.3,17.17,NA,NA,NA,NA,30.81,66.24,0.81,114.6,0,0,123.59,977.01,NA
01-08-2020 00:00,29.99,55.49,10.07,33.12,25.83,20.31,3.97,1.09,10.75,1.14,14.27,NA,NA,NA,NA,29.62,69.81,0.86,183.13,0,0,54.35,975.99,NA
02-08-2020 00:00,22.48,46.05,13,24.15,23.32,18.74,3.75,1.14,55.35,0.8,11.92,NA,NA,NA,NA,31.35,66.45,0.84,270.67,0,0,182.19,974.23,NA
03-08-2020 00:00,26.73,62.04,10.57,24.83,21.84,21.05,4.53,0.9,NA,0.58,7.06,NA,NA,NA,NA,32.05,63.45,0.98,264.09,0,0,170.71,970.33,NA
04-08-2020 00:00,24.19,62.85,6.5,21.65,16.81,16.32,4.92,0.84,37.52,0.96,13.7,NA,NA,NA,NA,32.93,57.81,0.85,253.96,0,0,168.27,968.77,NA
05-08-2020 00:00,38.78,65.17,7.95,36.32,25.81,16.09,23.36,1.22,26.69,1.06,20.82,NA,NA,NA,NA,31.41,65.1,0.85,88.72,0,0,94.11,970.52,NA
06-08-2020 00:00,16.27,41.07,5.65,19.15,14.74,17.65,3.72,0.82,24.21,0.7,14.27,NA,NA,NA,NA,32.69,59.6,1.74,74.86,0,0,174.07,973.16,NA
07-08-2020 00:00,26.48,45.7,5.87,19.96,15.41,15.63,4.4,0.9,32.21,0.53,7.47,NA,NA,NA,NA,31.81,61.99,1.56,113.65,0,0,179.86,975.76,NA
08-08-2020 00:00,53.95,77.48,14.32,40.1,32.99,17.82,4.69,1.14,40.9,0.79,12.13,NA,NA,NA,NA,32.73,61.7,0.57,191.73,0,0,150.28,973.79,NA
09-08-2020 00:00,31.2,51.49,9.82,28.69,23.28,19.69,4.95,1.03,20.58,0.75,12.8,NA,NA,NA,NA,30.03,71.35,0.77,233.61,0,0,106.88,973.34,NA
10-08-2020 00:00,33.75,53.15,8.22,22.48,18.66,20.25,5.63,0.96,19.85,0.84,11.16,NA,NA,NA,NA,31.55,66.62,1.05,131.04,0,0,139.59,974.64,NA
11-08-2020 00:00,39.33,69.66,12,27.52,24.42,18.51,5.48,1.03,21.76,0.75,12.43,NA,NA,NA,NA,31.63,65.71,0.83,209.32,0,0,141.74,974.03,NA
12-08-2020 00:00,19.93,51.51,6.81,15.88,14,15.51,5.39,0.91,21.45,0.36,5.94,NA,NA,NA,NA,31.57,65.89,1.1,254.92,0,0,165.78,972.93,NA
13-08-2020 00:00,12.36,21.68,10.13,28.26,23.29,13.24,5.94,1.07,18.86,0.94,16.36,NA,NA,NA,NA,26.84,81.52,0.86,146.11,0,0,39.5,973.08,NA
14-08-2020 00:00,25.38,42.84,8.29,27.01,21.13,12.58,5.6,1.14,19.38,0.99,16.59,NA,NA,NA,NA,28.81,74.7,1.01,62.95,0,0,82.8,972.46,NA
15-08-2020 00:00,26.77,40.26,5.51,14.87,12.29,14.01,5.68,0.91,22.85,0.59,8.09,NA,NA,NA,NA,30.76,69.04,1.08,112.63,0,0,143.72,972.29,NA
16-08-2020 00:00,20.61,50.85,6.59,19.67,15.84,14.74,5.73,0.93,20.12,0.45,7.3,NA,NA,NA,NA,30.96,68.25,0.99,122.84,0,0,135.3,973.12,NA
17-08-2020 00:00,29.89,60.16,12.42,29.55,25.85,16.17,5.36,1.14,17.89,0.69,16.84,NA,NA,NA,NA,30.87,70.24,1.02,129.92,0,0,107.17,973.51,NA
18-08-2020 00:00,23.89,57.96,16.02,29.99,29.01,16.91,5.38,1.18,13.14,0.7,13.11,NA,NA,NA,NA,29.81,73.01,0.77,189.74,0,0,85.88,973.96,NA
19-08-2020 00:00,23.49,31.84,21.16,38.91,37.94,15.87,5.26,1.33,10.34,1.05,22.65,NA,NA,NA,NA,26.58,82.55,0.96,152.8,0,0,18.22,974.01,NA
20-08-2020 00:00,22.79,53.7,15.13,33,29.74,14.86,5.52,1.12,27.34,1.02,23.6,NA,NA,NA,NA,26.69,79.79,0.99,89.73,0,0,62.08,976.63,NA
21-08-2020 00:00,18.37,64.46,16.74,30.98,30.14,16.18,5.26,1.05,47.87,0.91,23.28,NA,NA,NA,NA,29.59,67.16,1.08,67.69,0,0,182.84,978.12,NA
22-08-2020 00:00,14.5,70.22,8.67,22.86,18.92,16.87,4.58,0.85,22.24,1.89,14.38,NA,NA,NA,NA,30.3,63.93,1.49,58.02,0,0,186.91,977.35,NA
23-08-2020 00:00,16.46,49.73,5.35,15.54,12.63,21.86,2.59,0.78,16.4,0.67,9.11,NA,NA,NA,NA,29.59,67.36,1.43,72.93,0,0,132.51,975.92,NA
24-08-2020 00:00,14.25,66.23,7.23,19.67,16.36,20.31,2.55,0.83,15.58,0.74,8.97,NA,NA,NA,NA,28.82,69.74,1.36,119.21,0,0,87.95,976.26,NA
25-08-2020 00:00,16.66,88.83,14.94,27.49,26.8,20.55,2.98,0.94,12.83,0.96,11.2,NA,NA,NA,NA,29.24,68.89,1.11,154.59,0,0,101.01,978.19,NA
26-08-2020 00:00,16.96,107.34,27.14,27.72,36.87,21.1,3.27,1.02,13.25,1.41,13.33,NA,NA,NA,NA,29.42,66.35,0.83,247.99,0,0,120.73,979.14,NA
27-08-2020 00:00,18.12,93.12,16.22,28.78,28.57,21.37,2.77,0.9,19.3,1.67,18.81,NA,NA,NA,NA,30.85,63.31,0.73,252.97,0,0,169.41,978.49,NA
28-08-2020 00:00,24.64,84.84,22.79,37.25,38.39,22.78,3.41,1.17,17.6,2.64,30.69,NA,NA,NA,NA,28.76,70.4,0.81,192.03,0,0,125.02,976.84,NA
29-08-2020 00:00,42.24,104.76,17.15,36.22,33.25,21.23,2.91,1.19,41.62,2.57,35.66,NA,NA,NA,NA,30.42,66.44,0.81,85.04,0,0,145.77,976.51,NA
30-08-2020 00:00,19.06,59.65,6.91,18.9,15.69,21.67,3.27,0.75,19.87,1.37,18.06,NA,NA,NA,NA,28.54,68.77,1.46,74.31,0,0,89.06,976.31,NA
31-08-2020 00:00,10.01,53.36,10.16,20.37,19.11,21.45,3.1,0.84,13.61,1.06,8.29,NA,NA,NA,NA,28.17,69.31,1.49,147.72,0,0,75.6,978.32,NA
01-09-2020 00:00,17.35,103.56,17.55,28.39,29.41,18.15,28.72,0.92,19.76,1.56,12.37,NA,NA,NA,NA,29.98,62.36,1.13,189.62,0,0,143.1,979.78,NA
02-09-2020 00:00,21.53,98.45,8.66,27.58,21.74,18.12,4.28,0.98,42.11,1.66,16.49,NA,NA,NA,NA,30.47,63.7,0.7,198.88,0,0,146,981.76,NA
03-09-2020 00:00,33.26,103.38,6.07,27.74,19.71,24.57,1.26,0.97,31.34,1.93,18.57,NA,NA,NA,NA,31.12,63.56,1.19,99.12,0,0,157.43,982.59,NA
04-09-2020 00:00,35.83,108.18,16.49,28.72,28.27,26.39,3.05,1.04,28.76,2,16.28,NA,NA,NA,NA,30.14,67.11,0.89,153.99,0,0,99.37,981.26,NA
05-09-2020 00:00,40.73,128.56,18.52,32.23,32.07,26.65,3.76,0.99,46.89,2.23,23.83,NA,NA,NA,NA,29.57,68.05,0.78,229.51,0,0,129.65,979.26,NA
06-09-2020 00:00,28.74,109.49,12.07,30.81,26.22,28.38,2.8,1.05,35.86,1.91,15.92,NA,NA,NA,NA,29.63,68.39,0.69,222.81,0,0,156.12,978.49,NA
07-09-2020 00:00,49.33,150.36,21.8,41.51,39.86,30.34,NA,1.2,35.28,3.66,28.81,NA,NA,NA,NA,29.36,69.15,0.73,210.99,0,0,96.84,979.05,NA
08-09-2020 00:00,29.75,114.36,14.52,28.1,26.78,24.97,7.8,1.06,28.21,2.06,16.46,NA,NA,NA,NA,29.72,67.09,0.63,272.27,0,0,107.77,979.48,NA
09-09-2020 00:00,58.99,158.01,13.35,31.05,27.4,33.12,6.8,1.12,41.06,2.25,18.43,NA,NA,NA,NA,31.12,64.41,0.76,294.85,0,0,142.26,979.4,NA
10-09-2020 00:00,61.04,187.12,23.32,38.55,38.65,30.9,6.11,1.22,34.62,2.97,23.01,NA,NA,NA,NA,30.63,63.36,0.83,282.35,0,0,142.77,976.95,NA
11-09-2020 00:00,71.44,243.99,38.58,45.67,55.02,30.44,5.8,1.44,30.46,4.53,31.12,NA,NA,NA,NA,32.05,57.84,0.71,238.37,0,0,153.36,977.48,NA
12-09-2020 00:00,57.28,198.89,32.74,47.09,50.48,36.06,7.3,1.25,53.8,3.99,31.03,NA,NA,NA,NA,32.48,56.58,0.69,219.65,0,0,139.96,979.99,NA
13-09-2020 00:00,69.89,192.85,15.35,37.22,32.18,37.44,5.55,1.23,48.11,3.46,30.63,NA,NA,NA,NA,31.58,61.34,0.74,242.33,0,0,95.61,979.94,NA
14-09-2020 00:00,64.26,175.71,17.06,38.06,34.15,36.26,5.21,1.2,40.64,3.06,22.84,NA,NA,NA,NA,32.07,60.22,0.69,289.19,0,0,128.53,978.81,NA
15-09-2020 00:00,63.62,198.64,22.34,41.23,39.28,33.84,6.12,1.28,49.06,3.37,27.67,NA,NA,NA,NA,31.96,59.58,0.7,253.44,0,0,119.78,978.37,NA
16-09-2020 00:00,63.62,192.55,16.9,35.87,32.57,37.94,6.24,1.17,44.22,2.71,19.64,NA,NA,NA,NA,32.29,58.66,0.83,275.84,0,0,129.53,978.04,NA
17-09-2020 00:00,44,154.43,15.59,29.96,28.37,35.76,6.67,0.98,36.54,1.88,14.12,NA,NA,NA,NA,32.42,57.81,0.98,290.34,0,0,136.49,977.6,NA
18-09-2020 00:00,34.68,131.97,11.47,21.83,19.99,33.06,6.19,0.94,38.08,1.58,11.71,NA,NA,NA,NA,32.33,57.38,1.04,295.3,0,0,130.9,976.68,NA
19-09-2020 00:00,52.52,169.71,19.91,31.56,31.68,33.48,6.36,1.12,44.67,2.68,18.08,NA,NA,NA,NA,32.04,58.39,0.77,274.67,0,0,117.63,976.97,NA
20-09-2020 00:00,60.35,161.26,12.7,21.98,20.5,34.9,6.32,1.01,32.4,2.54,20.48,NA,NA,NA,NA,32.09,58.7,1.05,294.81,0,0,121.25,976.32,NA
21-09-2020 00:00,50.67,152.39,7.36,21.32,15.87,31.18,7.15,1.01,29.66,2.22,14.15,NA,NA,NA,NA,32.47,56.12,0.9,308.22,0,0,111.77,975.26,NA
22-09-2020 00:00,39.3,144.15,12.73,35.75,29.13,31.15,7.51,1.1,27.67,2.7,21,NA,NA,NA,NA,32.27,58.92,0.86,144.83,0,0,90.42,975.94,NA
23-09-2020 00:00,27.33,112.77,9.99,35.14,26.57,31.11,7.18,1.04,20.97,2.39,20.67,NA,NA,NA,NA,31.09,61.25,1.02,120.44,0,0,56.31,976.27,NA
24-09-2020 00:00,39.58,143.54,11.47,36.63,28.84,30.46,7.26,1.14,44.96,2.62,19.84,NA,NA,NA,NA,30.57,59.57,0.9,168.8,0,0,98.57,978.31,NA
25-09-2020 00:00,53.71,194.88,29.39,44.54,47.66,29.19,8.02,1.38,50.66,3.11,23.27,NA,NA,NA,NA,30.54,56.83,0.93,261.03,0,0,104.81,977.54,NA
26-09-2020 00:00,54.69,216.25,22.68,44.01,41.9,28.94,7.03,1.15,21.32,2.81,22.45,NA,NA,NA,NA,28.74,57.34,0.89,262.07,0,0,60.61,977.65,NA
27-09-2020 00:00,35.33,162.4,32.39,37.13,46.15,28.07,8.56,1.27,36.51,2.59,18.33,NA,NA,NA,NA,29.22,55.4,0.71,277.13,0,0,98.66,980.37,NA
28-09-2020 00:00,63.71,241.72,18.19,35.3,33.62,31.56,7.68,1.09,51.84,3.08,23.22,NA,NA,NA,NA,29.99,53.83,0.95,300,0,0,94.54,981.39,NA
29-09-2020 00:00,65.77,235.55,9.41,33.9,25.59,35.75,7.71,1.1,49.49,2.75,17.47,NA,NA,NA,NA,29.32,56.8,1.03,297.92,0,0,90.84,981.11,NA
30-09-2020 00:00,56.06,207.49,8.74,33.43,24.91,32.06,8.76,0.98,51.28,2.48,15.86,NA,NA,NA,NA,29.31,55.32,0.99,298.02,0,0,88.29,980.06,NA
01-10-2020 00:00,61.08,244.43,28.31,44.02,46.49,32.82,7.46,1.35,40.09,3.65,25.3,NA,NA,NA,NA,29.4,53.6,0.92,260.65,0,0,85.96,979.59,NA
02-10-2020 00:00,68.76,214.28,9.94,35.22,26.84,36.17,6.68,1.13,54.66,3.14,16.07,NA,NA,NA,NA,29.04,53.96,0.81,265.83,0,0,86.83,980.22,NA
03-10-2020 00:00,91.19,232.09,10.46,37.76,28.61,40.22,7.56,1.17,50.32,3.16,14.11,NA,NA,NA,NA,27.64,60.21,0.74,265.05,0,0,115.02,981.51,NA
